No,Rank,Gender,Flavor,Juiciness,Tenderness,Umami,Palability,Marbling,Color,Texture,Surface Moisture,Total,Name,2,3,1+,1++,new_color,bright_color,grade_encode,grade_img,grade_surface_img,grade_marbling_img,grade_color_img,grade_texture_img,grade_total_img
73229,1+,steer,3.0,4.0,4.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,train/cropped_448/QC_cow_segmentation_1+_073229.jpg,0,0,1,0,0,0.0,1,grade/2.jpg,kde/kde_Surface Moisture_1+.png,kde/kde_Marbling_1+.png,kde/kde_new_color_1+.png,kde/kde_Texture_1+.png,kde/kde_Total_1+.png
73235,1+,steer,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,train/cropped_448/QC_cow_segmentation_1+_073235.jpg,0,0,1,0,3,3.0,1,grade/2.jpg,kde/kde_Surface Moisture_1+.png,kde/kde_Marbling_1+.png,kde/kde_new_color_1+.png,kde/kde_Texture_1+.png,kde/kde_Total_1+.png
73239,1+,steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,train/cropped_448/QC_cow_segmentation_1+_073239.jpg,0,0,1,0,3,3.0,1,grade/2.jpg,kde/kde_Surface Moisture_1+.png,kde/kde_Marbling_1+.png,kde/kde_new_color_1+.png,kde/kde_Texture_1+.png,kde/kde_Total_1+.png
73241,1+,steer,4.0,2.0,2.0,3.0,3.0,2.0,4.0,4.0,2.0,2.0,train/cropped_448/QC_cow_segmentation_1+_073241.jpg,0,0,1,0,4,4.0,1,grade/2.jpg,kde/kde_Surface Moisture_1+.png,kde/kde_Marbling_1+.png,kde/kde_new_color_1+.png,kde/kde_Texture_1+.png,kde/kde_Total_1+.png
73245,1+,steer,4.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,train/cropped_448/QC_cow_segmentation_1+_073245.jpg,0,0,1,0,6,6.0,1,grade/2.jpg,kde/kde_Surface Moisture_1+.png,kde/kde_Marbling_1+.png,kde/kde_new_color_1+.png,kde/kde_Texture_1+.png,kde/kde_Total_1+.png
73253,1+,steer,4.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,train/cropped_448/QC_cow_segmentation_1+_073253.jpg,0,0,1,0,2,2.0,1,grade/2.jpg,kde/kde_Surface Moisture_1+.png,kde/kde_Marbling_1+.png,kde/kde_new_color_1+.png,kde/kde_Texture_1+.png,kde/kde_Total_1+.png
73277,1+,steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,train/cropped_448/QC_cow_segmentation_1+_073277.jpg,0,0,1,0,5,5.0,1,grade/2.jpg,kde/kde_Surface Moisture_1+.png,kde/kde_Marbling_1+.png,kde/kde_new_color_1+.png,kde/kde_Texture_1+.png,kde/kde_Total_1+.png
73287,1+,steer,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,train/cropped_448/QC_cow_segmentation_1+_073287.jpg,0,0,1,0,3,3.0,1,grade/2.jpg,kde/kde_Surface Moisture_1+.png,kde/kde_Marbling_1+.png,kde/kde_new_color_1+.png,kde/kde_Texture_1+.png,kde/kde_Total_1+.png
73296,1+,steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,train/cropped_448/QC_cow_segmentation_1+_073296.jpg,0,0,1,0,3,3.0,1,grade/2.jpg,kde/kde_Surface Moisture_1+.png,kde/kde_Marbling_1+.png,kde/kde_new_color_1+.png,kde/kde_Texture_1+.png,kde/kde_Total_1+.png
73303,1+,female,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,train/cropped_448/QC_cow_segmentation_1+_073303.jpg,0,0,1,0,6,6.0,1,grade/2.jpg,kde/kde_Surface Moisture_1+.png,kde/kde_Marbling_1+.png,kde/kde_new_color_1+.png,kde/kde_Texture_1+.png,kde/kde_Total_1+.png
73319,1+,steer,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,train/cropped_448/QC_cow_segmentation_1+_073319.jpg,0,0,1,0,2,2.0,1,grade/2.jpg,kde/kde_Surface Moisture_1+.png,kde/kde_Marbling_1+.png,kde/kde_new_color_1+.png,kde/kde_Texture_1+.png,kde/kde_Total_1+.png
73329,1+,female,3.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,train/cropped_448/QC_cow_segmentation_1+_073329.jpg,0,0,1,0,3,3.0,1,grade/2.jpg,kde/kde_Surface Moisture_1+.png,kde/kde_Marbling_1+.png,kde/kde_new_color_1+.png,kde/kde_Texture_1+.png,kde/kde_Total_1+.png
73331,1+,steer,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,train/cropped_448/QC_cow_segmentation_1+_073331.jpg,0,0,1,0,2,2.0,1,grade/2.jpg,kde/kde_Surface Moisture_1+.png,kde/kde_Marbling_1+.png,kde/kde_new_color_1+.png,kde/kde_Texture_1+.png,kde/kde_Total_1+.png
73332,1+,steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,train/cropped_448/QC_cow_segmentation_1+_073332.jpg,0,0,1,0,5,5.0,1,grade/2.jpg,kde/kde_Surface Moisture_1+.png,kde/kde_Marbling_1+.png,kde/kde_new_color_1+.png,kde/kde_Texture_1+.png,kde/kde_Total_1+.png
73334,1+,steer,4.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,train/cropped_448/QC_cow_segmentation_1+_073334.jpg,0,0,1,0,4,4.0,1,grade/2.jpg,kde/kde_Surface Moisture_1+.png,kde/kde_Marbling_1+.png,kde/kde_new_color_1+.png,kde/kde_Texture_1+.png,kde/kde_Total_1+.png
73339,1+,steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,train/cropped_448/QC_cow_segmentation_1+_073339.jpg,0,0,1,0,5,5.0,1,grade/2.jpg,kde/kde_Surface Moisture_1+.png,kde/kde_Marbling_1+.png,kde/kde_new_color_1+.png,kde/kde_Texture_1+.png,kde/kde_Total_1+.png
73341,1+,steer,4.0,2.0,2.0,3.0,3.0,2.0,4.0,4.0,2.0,2.0,train/cropped_448/QC_cow_segmentation_1+_073341.jpg,0,0,1,0,3,3.0,1,grade/2.jpg,kde/kde_Surface Moisture_1+.png,kde/kde_Marbling_1+.png,kde/kde_new_color_1+.png,kde/kde_Texture_1+.png,kde/kde_Total_1+.png
73342,1+,steer,3.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,train/cropped_448/QC_cow_segmentation_1+_073342.jpg,0,0,1,0,3,3.0,1,grade/2.jpg,kde/kde_Surface Moisture_1+.png,kde/kde_Marbling_1+.png,kde/kde_new_color_1+.png,kde/kde_Texture_1+.png,kde/kde_Total_1+.png
73344,1+,female,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,train/cropped_448/QC_cow_segmentation_1+_073344.jpg,0,0,1,0,1,1.0,1,grade/2.jpg,kde/kde_Surface Moisture_1+.png,kde/kde_Marbling_1+.png,kde/kde_new_color_1+.png,kde/kde_Texture_1+.png,kde/kde_Total_1+.png
73349,1+,steer,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,train/cropped_448/QC_cow_segmentation_1+_073349.jpg,0,0,1,0,2,2.0,1,grade/2.jpg,kde/kde_Surface Moisture_1+.png,kde/kde_Marbling_1+.png,kde/kde_new_color_1+.png,kde/kde_Texture_1+.png,kde/kde_Total_1+.png
73353,1+,steer,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,train/cropped_448/QC_cow_segmentation_1+_073353.jpg,0,0,1,0,1,1.0,1,grade/2.jpg,kde/kde_Surface Moisture_1+.png,kde/kde_Marbling_1+.png,kde/kde_new_color_1+.png,kde/kde_Texture_1+.png,kde/kde_Total_1+.png
73358,1+,steer,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,train/cropped_448/QC_cow_segmentation_1+_073358.jpg,0,0,1,0,1,1.0,1,grade/2.jpg,kde/kde_Surface Moisture_1+.png,kde/kde_Marbling_1+.png,kde/kde_new_color_1+.png,kde/kde_Texture_1+.png,kde/kde_Total_1+.png
73373,1+,steer,3.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,train/cropped_448/QC_cow_segmentation_1+_073373.jpg,0,0,1,0,4,4.0,1,grade/2.jpg,kde/kde_Surface Moisture_1+.png,kde/kde_Marbling_1+.png,kde/kde_new_color_1+.png,kde/kde_Texture_1+.png,kde/kde_Total_1+.png
73415,1+,steer,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,train/cropped_448/QC_cow_segmentation_1+_073415.jpg,0,0,1,0,4,4.0,1,grade/2.jpg,kde/kde_Surface Moisture_1+.png,kde/kde_Marbling_1+.png,kde/kde_new_color_1+.png,kde/kde_Texture_1+.png,kde/kde_Total_1+.png
73423,1+,steer,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,train/cropped_448/QC_cow_segmentation_1+_073423.jpg,0,0,1,0,2,2.0,1,grade/2.jpg,kde/kde_Surface Moisture_1+.png,kde/kde_Marbling_1+.png,kde/kde_new_color_1+.png,kde/kde_Texture_1+.png,kde/kde_Total_1+.png
73424,1+,female,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,train/cropped_448/QC_cow_segmentation_1+_073424.jpg,0,0,1,0,3,3.0,1,grade/2.jpg,kde/kde_Surface Moisture_1+.png,kde/kde_Marbling_1+.png,kde/kde_new_color_1+.png,kde/kde_Texture_1+.png,kde/kde_Total_1+.png
73425,1+,steer,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,train/cropped_448/QC_cow_segmentation_1+_073425.jpg,0,0,1,0,0,0.0,1,grade/2.jpg,kde/kde_Surface Moisture_1+.png,kde/kde_Marbling_1+.png,kde/kde_new_color_1+.png,kde/kde_Texture_1+.png,kde/kde_Total_1+.png
73437,1+,steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,train/cropped_448/QC_cow_segmentation_1+_073437.jpg,0,0,1,0,2,2.0,1,grade/2.jpg,kde/kde_Surface Moisture_1+.png,kde/kde_Marbling_1+.png,kde/kde_new_color_1+.png,kde/kde_Texture_1+.png,kde/kde_Total_1+.png
73468,1+,steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,train/cropped_448/QC_cow_segmentation_1+_073468.jpg,0,0,1,0,0,0.0,1,grade/2.jpg,kde/kde_Surface Moisture_1+.png,kde/kde_Marbling_1+.png,kde/kde_new_color_1+.png,kde/kde_Texture_1+.png,kde/kde_Total_1+.png
73472,1+,steer,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,train/cropped_448/QC_cow_segmentation_1+_073472.jpg,0,0,1,0,3,3.0,1,grade/2.jpg,kde/kde_Surface Moisture_1+.png,kde/kde_Marbling_1+.png,kde/kde_new_color_1+.png,kde/kde_Texture_1+.png,kde/kde_Total_1+.png
73483,1+,steer,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,train/cropped_448/QC_cow_segmentation_1+_073483.jpg,0,0,1,0,0,0.0,1,grade/2.jpg,kde/kde_Surface Moisture_1+.png,kde/kde_Marbling_1+.png,kde/kde_new_color_1+.png,kde/kde_Texture_1+.png,kde/kde_Total_1+.png
73494,1+,steer,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,train/cropped_448/QC_cow_segmentation_1+_073494.jpg,0,0,1,0,3,3.0,1,grade/2.jpg,kde/kde_Surface Moisture_1+.png,kde/kde_Marbling_1+.png,kde/kde_new_color_1+.png,kde/kde_Texture_1+.png,kde/kde_Total_1+.png
73538,1+,steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,train/cropped_448/QC_cow_segmentation_1+_073538.jpg,0,0,1,0,6,6.0,1,grade/2.jpg,kde/kde_Surface Moisture_1+.png,kde/kde_Marbling_1+.png,kde/kde_new_color_1+.png,kde/kde_Texture_1+.png,kde/kde_Total_1+.png
73539,1+,steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,train/cropped_448/QC_cow_segmentation_1+_073539.jpg,0,0,1,0,0,0.0,1,grade/2.jpg,kde/kde_Surface Moisture_1+.png,kde/kde_Marbling_1+.png,kde/kde_new_color_1+.png,kde/kde_Texture_1+.png,kde/kde_Total_1+.png
73547,1+,female,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,train/cropped_448/QC_cow_segmentation_1+_073547.jpg,0,0,1,0,2,2.0,1,grade/2.jpg,kde/kde_Surface Moisture_1+.png,kde/kde_Marbling_1+.png,kde/kde_new_color_1+.png,kde/kde_Texture_1+.png,kde/kde_Total_1+.png
73558,1+,steer,4.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,train/cropped_448/QC_cow_segmentation_1+_073558.jpg,0,0,1,0,3,3.0,1,grade/2.jpg,kde/kde_Surface Moisture_1+.png,kde/kde_Marbling_1+.png,kde/kde_new_color_1+.png,kde/kde_Texture_1+.png,kde/kde_Total_1+.png
73560,1+,steer,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,train/cropped_448/QC_cow_segmentation_1+_073560.jpg,0,0,1,0,0,0.0,1,grade/2.jpg,kde/kde_Surface Moisture_1+.png,kde/kde_Marbling_1+.png,kde/kde_new_color_1+.png,kde/kde_Texture_1+.png,kde/kde_Total_1+.png
73564,1+,steer,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,train/cropped_448/QC_cow_segmentation_1+_073564.jpg,0,0,1,0,5,5.0,1,grade/2.jpg,kde/kde_Surface Moisture_1+.png,kde/kde_Marbling_1+.png,kde/kde_new_color_1+.png,kde/kde_Texture_1+.png,kde/kde_Total_1+.png
73570,1+,steer,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,train/cropped_448/QC_cow_segmentation_1+_073570.jpg,0,0,1,0,0,0.0,1,grade/2.jpg,kde/kde_Surface Moisture_1+.png,kde/kde_Marbling_1+.png,kde/kde_new_color_1+.png,kde/kde_Texture_1+.png,kde/kde_Total_1+.png
73575,1+,female,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,train/cropped_448/QC_cow_segmentation_1+_073575.jpg,0,0,1,0,5,5.0,1,grade/2.jpg,kde/kde_Surface Moisture_1+.png,kde/kde_Marbling_1+.png,kde/kde_new_color_1+.png,kde/kde_Texture_1+.png,kde/kde_Total_1+.png
73583,1+,steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,train/cropped_448/QC_cow_segmentation_1+_073583.jpg,0,0,1,0,3,3.0,1,grade/2.jpg,kde/kde_Surface Moisture_1+.png,kde/kde_Marbling_1+.png,kde/kde_new_color_1+.png,kde/kde_Texture_1+.png,kde/kde_Total_1+.png
73595,1+,steer,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,train/cropped_448/QC_cow_segmentation_1+_073595.jpg,0,0,1,0,3,3.0,1,grade/2.jpg,kde/kde_Surface Moisture_1+.png,kde/kde_Marbling_1+.png,kde/kde_new_color_1+.png,kde/kde_Texture_1+.png,kde/kde_Total_1+.png
73610,1+,steer,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,train/cropped_448/QC_cow_segmentation_1+_073610.jpg,0,0,1,0,2,2.0,1,grade/2.jpg,kde/kde_Surface Moisture_1+.png,kde/kde_Marbling_1+.png,kde/kde_new_color_1+.png,kde/kde_Texture_1+.png,kde/kde_Total_1+.png
73623,1+,steer,4.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,train/cropped_448/QC_cow_segmentation_1+_073623.jpg,0,0,1,0,1,1.0,1,grade/2.jpg,kde/kde_Surface Moisture_1+.png,kde/kde_Marbling_1+.png,kde/kde_new_color_1+.png,kde/kde_Texture_1+.png,kde/kde_Total_1+.png
73628,1+,steer,2.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,train/cropped_448/QC_cow_segmentation_1+_073628.jpg,0,0,1,0,3,3.0,1,grade/2.jpg,kde/kde_Surface Moisture_1+.png,kde/kde_Marbling_1+.png,kde/kde_new_color_1+.png,kde/kde_Texture_1+.png,kde/kde_Total_1+.png
73635,1+,steer,4.0,3.0,3.0,3.0,3.0,1.0,4.0,4.0,3.0,3.0,train/cropped_448/QC_cow_segmentation_1+_073635.jpg,0,0,1,0,4,4.0,1,grade/2.jpg,kde/kde_Surface Moisture_1+.png,kde/kde_Marbling_1+.png,kde/kde_new_color_1+.png,kde/kde_Texture_1+.png,kde/kde_Total_1+.png
73651,1+,female,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,train/cropped_448/QC_cow_segmentation_1+_073651.jpg,0,0,1,0,3,3.0,1,grade/2.jpg,kde/kde_Surface Moisture_1+.png,kde/kde_Marbling_1+.png,kde/kde_new_color_1+.png,kde/kde_Texture_1+.png,kde/kde_Total_1+.png
73652,1+,steer,4.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,train/cropped_448/QC_cow_segmentation_1+_073652.jpg,0,0,1,0,6,6.0,1,grade/2.jpg,kde/kde_Surface Moisture_1+.png,kde/kde_Marbling_1+.png,kde/kde_new_color_1+.png,kde/kde_Texture_1+.png,kde/kde_Total_1+.png
73656,1+,steer,2.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,train/cropped_448/QC_cow_segmentation_1+_073656.jpg,0,0,1,0,0,0.0,1,grade/2.jpg,kde/kde_Surface Moisture_1+.png,kde/kde_Marbling_1+.png,kde/kde_new_color_1+.png,kde/kde_Texture_1+.png,kde/kde_Total_1+.png
73665,1+,steer,4.0,2.0,2.0,3.0,3.0,2.0,4.0,4.0,2.0,2.0,train/cropped_448/QC_cow_segmentation_1+_073665.jpg,0,0,1,0,3,3.0,1,grade/2.jpg,kde/kde_Surface Moisture_1+.png,kde/kde_Marbling_1+.png,kde/kde_new_color_1+.png,kde/kde_Texture_1+.png,kde/kde_Total_1+.png
73729,1+,steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,train/cropped_448/QC_cow_segmentation_1+_073729.jpg,0,0,1,0,3,3.0,1,grade/2.jpg,kde/kde_Surface Moisture_1+.png,kde/kde_Marbling_1+.png,kde/kde_new_color_1+.png,kde/kde_Texture_1+.png,kde/kde_Total_1+.png
73735,1+,female,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,train/cropped_448/QC_cow_segmentation_1+_073735.jpg,0,0,1,0,1,1.0,1,grade/2.jpg,kde/kde_Surface Moisture_1+.png,kde/kde_Marbling_1+.png,kde/kde_new_color_1+.png,kde/kde_Texture_1+.png,kde/kde_Total_1+.png
73755,1+,steer,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,train/cropped_448/QC_cow_segmentation_1+_073755.jpg,0,0,1,0,0,0.0,1,grade/2.jpg,kde/kde_Surface Moisture_1+.png,kde/kde_Marbling_1+.png,kde/kde_new_color_1+.png,kde/kde_Texture_1+.png,kde/kde_Total_1+.png
73774,1+,steer,3.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,train/cropped_448/QC_cow_segmentation_1+_073774.jpg,0,0,1,0,4,4.0,1,grade/2.jpg,kde/kde_Surface Moisture_1+.png,kde/kde_Marbling_1+.png,kde/kde_new_color_1+.png,kde/kde_Texture_1+.png,kde/kde_Total_1+.png
73793,1+,steer,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,train/cropped_448/QC_cow_segmentation_1+_073793.jpg,0,0,1,0,6,5.0,1,grade/2.jpg,kde/kde_Surface Moisture_1+.png,kde/kde_Marbling_1+.png,kde/kde_new_color_1+.png,kde/kde_Texture_1+.png,kde/kde_Total_1+.png
73795,1+,steer,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,train/cropped_448/QC_cow_segmentation_1+_073795.jpg,0,0,1,0,3,3.0,1,grade/2.jpg,kde/kde_Surface Moisture_1+.png,kde/kde_Marbling_1+.png,kde/kde_new_color_1+.png,kde/kde_Texture_1+.png,kde/kde_Total_1+.png
73796,1+,steer,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,train/cropped_448/QC_cow_segmentation_1+_073796.jpg,0,0,1,0,2,2.0,1,grade/2.jpg,kde/kde_Surface Moisture_1+.png,kde/kde_Marbling_1+.png,kde/kde_new_color_1+.png,kde/kde_Texture_1+.png,kde/kde_Total_1+.png
73798,1+,steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,train/cropped_448/QC_cow_segmentation_1+_073798.jpg,0,0,1,0,0,0.0,1,grade/2.jpg,kde/kde_Surface Moisture_1+.png,kde/kde_Marbling_1+.png,kde/kde_new_color_1+.png,kde/kde_Texture_1+.png,kde/kde_Total_1+.png
73808,1+,steer,3.0,4.0,4.0,2.0,2.0,1.0,3.0,3.0,4.0,4.0,train/cropped_448/QC_cow_segmentation_1+_073808.jpg,0,0,1,0,2,2.0,1,grade/2.jpg,kde/kde_Surface Moisture_1+.png,kde/kde_Marbling_1+.png,kde/kde_new_color_1+.png,kde/kde_Texture_1+.png,kde/kde_Total_1+.png
69475,2,Steer,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,train/cropped_448/QC_cow_segmentation_2_069475.jpg,1,0,0,0,6,6.0,3,grade/4.jpg,kde/kde_Surface Moisture_2.png,kde/kde_Marbling_2.png,kde/kde_new_color_2.png,kde/kde_Texture_2.png,kde/kde_Total_2.png
69513,2,Female,3.0,4.0,4.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,train/cropped_448/QC_cow_segmentation_2_069513.jpg,1,0,0,0,1,1.0,3,grade/4.jpg,kde/kde_Surface Moisture_2.png,kde/kde_Marbling_2.png,kde/kde_new_color_2.png,kde/kde_Texture_2.png,kde/kde_Total_2.png
69532,2,Steer,2.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,train/cropped_448/QC_cow_segmentation_2_069532.jpg,1,0,0,0,1,1.0,3,grade/4.jpg,kde/kde_Surface Moisture_2.png,kde/kde_Marbling_2.png,kde/kde_new_color_2.png,kde/kde_Texture_2.png,kde/kde_Total_2.png
69582,2,Steer,2.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,train/cropped_448/QC_cow_segmentation_2_069582.jpg,1,0,0,0,1,1.0,3,grade/4.jpg,kde/kde_Surface Moisture_2.png,kde/kde_Marbling_2.png,kde/kde_new_color_2.png,kde/kde_Texture_2.png,kde/kde_Total_2.png
69610,2,Steer,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,train/cropped_448/QC_cow_segmentation_2_069610.jpg,1,0,0,0,2,2.0,3,grade/4.jpg,kde/kde_Surface Moisture_2.png,kde/kde_Marbling_2.png,kde/kde_new_color_2.png,kde/kde_Texture_2.png,kde/kde_Total_2.png
69614,2,Steer,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,train/cropped_448/QC_cow_segmentation_2_069614.jpg,1,0,0,0,5,5.0,3,grade/4.jpg,kde/kde_Surface Moisture_2.png,kde/kde_Marbling_2.png,kde/kde_new_color_2.png,kde/kde_Texture_2.png,kde/kde_Total_2.png
69616,2,Female,3.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,train/cropped_448/QC_cow_segmentation_2_069616.jpg,1,0,0,0,5,5.0,3,grade/4.jpg,kde/kde_Surface Moisture_2.png,kde/kde_Marbling_2.png,kde/kde_new_color_2.png,kde/kde_Texture_2.png,kde/kde_Total_2.png
69622,2,Female,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,train/cropped_448/QC_cow_segmentation_2_069622.jpg,1,0,0,0,4,4.0,3,grade/4.jpg,kde/kde_Surface Moisture_2.png,kde/kde_Marbling_2.png,kde/kde_new_color_2.png,kde/kde_Texture_2.png,kde/kde_Total_2.png
69627,2,Steer,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,train/cropped_448/QC_cow_segmentation_2_069627.jpg,1,0,0,0,3,3.0,3,grade/4.jpg,kde/kde_Surface Moisture_2.png,kde/kde_Marbling_2.png,kde/kde_new_color_2.png,kde/kde_Texture_2.png,kde/kde_Total_2.png
69657,2,Steer,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,train/cropped_448/QC_cow_segmentation_2_069657.jpg,1,0,0,0,5,5.0,3,grade/4.jpg,kde/kde_Surface Moisture_2.png,kde/kde_Marbling_2.png,kde/kde_new_color_2.png,kde/kde_Texture_2.png,kde/kde_Total_2.png
69662,2,Steer,4.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,train/cropped_448/QC_cow_segmentation_2_069662.jpg,1,0,0,0,4,4.0,3,grade/4.jpg,kde/kde_Surface Moisture_2.png,kde/kde_Marbling_2.png,kde/kde_new_color_2.png,kde/kde_Texture_2.png,kde/kde_Total_2.png
69673,2,Steer,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,train/cropped_448/QC_cow_segmentation_2_069673.jpg,1,0,0,0,3,3.0,3,grade/4.jpg,kde/kde_Surface Moisture_2.png,kde/kde_Marbling_2.png,kde/kde_new_color_2.png,kde/kde_Texture_2.png,kde/kde_Total_2.png
69674,2,Steer,4.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,train/cropped_448/QC_cow_segmentation_2_069674.jpg,1,0,0,0,2,2.0,3,grade/4.jpg,kde/kde_Surface Moisture_2.png,kde/kde_Marbling_2.png,kde/kde_new_color_2.png,kde/kde_Texture_2.png,kde/kde_Total_2.png
69675,2,Steer,5.0,2.0,2.0,4.0,4.0,2.0,5.0,5.0,2.0,2.0,train/cropped_448/QC_cow_segmentation_2_069675.jpg,1,0,0,0,6,6.0,3,grade/4.jpg,kde/kde_Surface Moisture_2.png,kde/kde_Marbling_2.png,kde/kde_new_color_2.png,kde/kde_Texture_2.png,kde/kde_Total_2.png
69702,2,Steer,4.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,train/cropped_448/QC_cow_segmentation_2_069702.jpg,1,0,0,0,1,1.0,3,grade/4.jpg,kde/kde_Surface Moisture_2.png,kde/kde_Marbling_2.png,kde/kde_new_color_2.png,kde/kde_Texture_2.png,kde/kde_Total_2.png
69734,2,Steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,train/cropped_448/QC_cow_segmentation_2_069734.jpg,1,0,0,0,2,2.0,3,grade/4.jpg,kde/kde_Surface Moisture_2.png,kde/kde_Marbling_2.png,kde/kde_new_color_2.png,kde/kde_Texture_2.png,kde/kde_Total_2.png
69745,2,Steer,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,train/cropped_448/QC_cow_segmentation_2_069745.jpg,1,0,0,0,2,2.0,3,grade/4.jpg,kde/kde_Surface Moisture_2.png,kde/kde_Marbling_2.png,kde/kde_new_color_2.png,kde/kde_Texture_2.png,kde/kde_Total_2.png
